45	@rquiroga777 Por qué no se ponen multas en dinero a lxs que no respetan las medidas mínimas de cuidado - uso de barbijo, distanciamiento, etc. (tipo multas de tránsito)? Cómo hacen lxs médicxs para seguir poniendo el cuerpo y no mandar todo a la mierda?
46	Los que se oponen a las restricciones nocturnas no se dan cuenta que están haciendo fuerza para que haya cuarentena total en 1-2 meses?  O lo saben y por eso lo hacen?
46	@rquiroga777 Qué difícil! Yo también creo que es una mezcla de cosas. Es entendible que los que no viven de un sueldo estén en contra, el tema es que cuando estemos todos muertos va a ser tarde para lamentarse. La contra que hace la oposición es para dañar al gobierno de eso no tengo dudas
47	Los que se oponen a las restricciones nocturnas no se dan cuenta que están haciendo fuerza para que haya cuarentena total en 1-2 meses?  O lo saben y por eso lo hacen?
47	@rquiroga777 Que tiene que ver? Si fuera sanitaria aplicarían medidas para los mayores picos de transito. Otorgarían licencias para los trabajos en blanco y la 4ta IFE para la economia popular La medida es una ridiculez. Y lo digo todavia cuarenteneando
48	Seamos responsables y solidarios. Practiquemos la cuidadanía y evitemos la segunda ola de Covid-19.  Sigamos cuidándonos.  #ArgentinaUnida #CuidarteEsCuidarnos https://t.co/EcePkkubTO
48	@msalnacion DIOS QUIERA COMO SE DICE ARGENTINA UNIDA, PUEDAN TOMAR CONSCIENCIA QUE NECESITAMOS URGENTE AYUDA PARA TENER ALTA COMPLEJIDAD EN EL HOSPITAL DE SANTA TERESITA, SERÍA UN LOGRO QUE JAMÁS EN EL PARTIDO DE LA COSTA ,DESDE GESELL HASTA MADARIAGA NO TENEMOS, DIOS LOS BENDIGA
49	Se queja de los que no se quieren vacunar pero hace un mes militaba desconfianza en la Sputnik V porque no había sido aprobada en Europa y/o EEUU.  🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️ https://t.co/M2tXuOI0CG
49	@rquiroga777 me sonaba y lo encontré: en una discusión me decía que la ANMAT no era confiable porque una vez aprobó un ensayo clínico que tendría alguna objeción ética, a pesar de que el ensayo recibió aprobación de un comité de ética, cuyo dictamen no vio y, según él, no era relevante.
50	"📖 @RubinsteinOk en #Recalculando: ""El punto es que todos conozcamos quiénes han sido los vacunados de privilegio, cuáles fueron las razones y la magnitud de este fenómeno. Eso es importante""  🎙 https://t.co/UL5wLM3r2U https://t.co/GXVnjBhMSn"
50	@julianguarino @RubinsteinOk @C5N Y que convirtio el Ministerio de Salud en un Edificio vacío en donde nunca se ocuparon de la población. Comi es posible tal lamida de botas de parte suya? Y ademas no importan sus titulos importa su gestión, que fue deficiente e inmoral y Ud alaba eso? Realmente da asco.
51	"📖 @RubinsteinOk en #Recalculando: ""El punto es que todos conozcamos quiénes han sido los vacunados de privilegio, cuáles fueron las razones y la magnitud de este fenómeno. Eso es importante""  🎙 https://t.co/UL5wLM3r2U https://t.co/GXVnjBhMSn"
51	@julianguarino @RubinsteinOk @C5N Una persona repugnante macrista y gorila dejo vencer millones de vacunas que abono el estado nacional NO MERECE ningun tipo de respeto, sin embargo, algun periodista lo entrevista y le pide opinion. Gines vacuno, Gines no robo ni dejo vencer vacunas.
52	"📖 @RubinsteinOk en #Recalculando: ""El punto es que todos conozcamos quiénes han sido los vacunados de privilegio, cuáles fueron las razones y la magnitud de este fenómeno. Eso es importante""  🎙 https://t.co/UL5wLM3r2U https://t.co/GXVnjBhMSn"
52	@julianguarino @RubinsteinOk @C5N Ardeee la pauta en @C5N hasta el pelado volvió a ser el derechoso traga leche protector de la derecha....muerte lenta para el rating...mirense uds desde ahora...pensar que los vancamos en las malas...Ingratos, los traidores mueren con los huevos en la garganta
53	"📖 @RubinsteinOk en #Recalculando: ""El punto es que todos conozcamos quiénes han sido los vacunados de privilegio, cuáles fueron las razones y la magnitud de este fenómeno. Eso es importante""  🎙 https://t.co/UL5wLM3r2U https://t.co/GXVnjBhMSn"
53	@julianguarino @RubinsteinOk @C5N Que bronca que lleve a un tipo que está comprobado sino, que no puede hablar ni de salud ni de vacunas y mucho de moral, por lo menos ya que lo llevaste, le hubieras preguntado sobre las vacunas .pensé que estabas comprometido con la verdad, Guarino.
54	"📖 @RubinsteinOk en #Recalculando: ""El punto es que todos conozcamos quiénes han sido los vacunados de privilegio, cuáles fueron las razones y la magnitud de este fenómeno. Eso es importante""  🎙 https://t.co/UL5wLM3r2U https://t.co/GXVnjBhMSn"
54	@julianguarino @RubinsteinOk @C5N Le dan camara al sinvergüenza este. Un personaje que dejó pudrir millones de dosis de vacunas , dejaron de vacunar contra el sarampión y murieron niños .Un perfecto CARADURA, EL ES UN INMORAL  Y AL PERIODISTA QUE LO REPORTEA COMO SE LO CALIFICA...???
55	"⚠ La detección precoz de la lepra es fundamental para reducir las lesiones físicas y acelerar la curación.   👉🏻 El tratamiento es seguro y gratuito en todo el país.  ➕ info 🔻 https://t.co/fxecMu6AdE https://t.co/RloXJasXBQ"
55	@msalnacion Sublime!!! Ahora hablemos de la campaña contra la desnutricion y el Dengue... les recuerdo que mataron a mas personas en el 2020 que el SARS COVID-19... de los ACV no se dijo mucho tampoco..... algo esta fallando parece 🖒🖒🖒🖒
56	Vamos a homenajear a Matías en cada paper, en cada estudiante de biología, en cada graduado, en cada derecho, en cada vacuna y en cada cosa linda y justa que dé la vida. https://t.co/1fH4B86wrc
56	@ernestorr Histologia Animal Comparada - la materia que cambió mi percepción de los organismos vivos- tanta información solo de la mano de un impresionante Matias que supo contagiar la pasión por mirar por un microscopio. Mirar bien. Aprender a ver. Colorear- no teñir. Siempre lo repetía
57	Vamos a homenajear a Matías en cada paper, en cada estudiante de biología, en cada graduado, en cada derecho, en cada vacuna y en cada cosa linda y justa que dé la vida. https://t.co/1fH4B86wrc
57	@ernestorr Que día de mierda. Se fue un gran científico y aún más importante, un gran tipo. Muy querido por sus colegas, por sus alumnos, por sus tesistas, etc. Un pibe lleno de pasión por la ciencia y por el deseo de comunicarla a todo el público posible. En Exactas se lo va a extrañar...
58	Junto a @vtolosapaz recorrimos el barrio “Las Malvinas”, de La Plata, donde realizamos un operativo socio-sanitario entre el @msalnacion y el @CNCPS_oficial. (1/4) https://t.co/Lg2dQSoI26
58	@ArnaldoDMedina @vtolosapaz @msalnacion @CNCPS_oficial La Dirección de Acciones Territoriales del Ministerio de Salud de la  Nación fortalece en cada territorio las políticas sanitarias que son prioritarias para a este ministerio. En este caso reforzamos la vacunación del calendario oficial obligatorio.
59	De -18 a 8. Una maravilla esta vacuna. https://t.co/Oh0OZhV2WK En qué se basaron para tomar esta decisión? La vacuna se resfriaba a -18?
59	@spitta1969 los vacunados  con la sputnik van a terminar contagiandose de covid y le van a decir que son las reacciones secundarias de la vacuna y que no se preocupen. Los puntitos verdes por todo el cuerpo se van luego de las 72 horas.
60	Estas situaciones no hacen más que valorar el esfuerzo de celebridades e influencers al sumarse a #InfoDeLaBuena para remar en dulce de leche repostero a favor de la ciencia https://t.co/6Qlbk0EuAV
60	@FabBallarini Ay pobre se va a morir de angustia xq no tiene proyectos 🙄 q falta de respeto a los 18 millones de pobres q tiene nuestro país y a los otros tantos millones q trabajamos de lo q podemos. Tema aparte q pueda decir en tv lo q quiera sin evidencia y q no haya consecuencias
61	Estas situaciones no hacen más que valorar el esfuerzo de celebridades e influencers al sumarse a #InfoDeLaBuena para remar en dulce de leche repostero a favor de la ciencia https://t.co/6Qlbk0EuAV
61	@FabBallarini Qué difícil todo. Se quiere informar de la anmat y se enteró hace un mes que es una fase 3 de aprobación de vacuna. Habla de contagiarse como si fuera algo que pasa y ya, sin consecuencias en su cuerpo ni en su gente cercana que también se puede contagiar. Qué mal todo.
62	Para les artistes que me están bardeando, cuando solo les quise explicar esto. Chiques, y después dicen que los q votan JxC son los q creen en la pseudociencia. https://t.co/U2CykSMnuZ
62	@spitta1969 Pseudociencia es creer que es mejor abrir las escuelas cuando hasta en Israel y unas partes de Estados Unidos cerraron por la nueva cepa de covid, y criticar a la vacuna rusa, la vacuna contra la Polio era rusa y funcionaba
63	El twit / Las respuestas.  Se hacen bullying solos estos tipos. https://t.co/Taj2IlJepp Está mal dar una vacuna que no está estudiada y además no llegan a vacunar a todos. Yo realmente me pregunto si entrenan para ser tan opas.
63	@NicoOlsze Años les costó llegar a este nivel pensa que sufrieron 12 años de kirchnerismo, depositan su esperanza en Macri y termina siendo el desastre que fue le deja secuelas a cualquiera, te felicito por darles el reconocimiento, estoy seguro que van a saber apreciarlo.
64	Por recomendación de la @ANMATSalud, el @msalnacion autorizó el uso de la vacuna Sputnik V en mayores de 60 años.  Para conocer más ingresá en https://t.co/HFbSs6X5mS  #ArgentinaUnida #CuidarteEsCuidarnos https://t.co/i2TA0CxJ3m
64	@CasaRosada @ANMATsalud @msalnacion Comenzo el estudio clínico de la vacuna rusa en mayores de 60 años..... Más conejillos de india... No sé en qué otro país del mundo ,o si en Rusia ya se están vacunando a los de esa edad o mayores... Gente , a pensar .... No olvidar ....
65	Mientras empieza a hacer efecto la vacunación, en el Reino Unido comienza un ensayo a gran escala con interferón beta inhalable que podría reducir los cuadros graves en casi un 80%👇 https://t.co/uNNYSbRPio
65	@norabar si el tratamiento es costoso, patentado y sólo lo hace un laboratorio, un estudio inconcluyente y con pocos participantes alcanza para decir que sirve. Si es genérico, barato y lo puede hacer cualquier laboratorio, sólo se aprueba con un estudio multicontinental c gran resultado
66	Si, si, claro. Lágrimas y pena por los jubilados. La mina que frenó todos los juicios de los jubilados. Si, te creo todo. https://t.co/iZSOJnWkHk No le creo NADA. Pero NADA DE NADA. NADA. Get it? NADA.
66	@spitta1969 No hubiera pedido cobrar la pensión y jubilación de privilegio y sobre todo lo de no pagar ganancias! se cree la reina de copas esta CHORRA, pero mientras haya focas aplaudidoras va a seguir en esta postura. Es obvio q les habla a ellos.....
